,User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
25336,1002572,P00004742,M,36-45,14,C,1,0,6,16.0,,16049
25337,1001980,P00054342,M,36-45,7,A,1,0,7,,,20574
25338,1002409,P00119542,F,36-45,9,B,3,1,8,14.0,,8065
25339,1005011,P00344542,M,18-25,4,B,1,0,16,,,20867
25340,1005306,P00011842,F,26-35,17,B,4+,0,5,14.0,,5355
25341,1002681,P00085542,F,26-35,4,B,1,0,5,14.0,,7114
25342,1003035,P00177542,F,26-35,7,C,2,1,1,8.0,,19648
25343,1001128,P00179842,M,26-35,1,A,2,0,11,,,1622
25345,1005961,P00028542,F,46-50,0,A,3,0,6,8.0,14.0,16704
25346,1005504,P00339342,M,46-50,7,B,1,1,1,,,15765
25349,1005990,P00120942,F,26-35,20,B,1,1,8,,,9911
25350,1000590,P00288542,F,36-45,6,C,1,0,8,,,7801
25354,1005712,P00057942,M,36-45,1,B,2,0,1,2.0,6.0,11401
25355,1004506,P00265242,M,51-55,16,B,2,0,5,8.0,,6983
25356,1001764,P00021742,M,18-25,0,B,1,0,5,,,6898
25358,1004031,P00124342,M,26-35,0,C,0,1,11,,,7524
25359,1003123,P00183142,M,26-35,2,B,3,0,15,,,4817
25361,1003882,P00294542,M,55+,14,C,1,1,8,,,9876
25363,1004909,P00242742,F,36-45,12,B,2,0,1,2.0,9.0,19437
25364,1001757,P00083242,M,26-35,4,B,4+,0,11,16.0,,1509
25365,1003792,P00204242,M,26-35,6,A,1,0,6,8.0,,15952
25366,1000817,P00045142,M,18-25,4,B,2,0,1,2.0,6.0,15228
25367,1003265,P00156442,M,26-35,15,A,1,0,8,,,9970
25368,1003457,P00174442,M,26-35,20,C,1,0,5,,,8823
25369,1001194,P00278642,F,26-35,1,B,1,1,5,,,6972
25370,1000481,P00182342,M,46-50,7,C,2,0,1,5.0,6.0,15506
25372,1001740,P00044442,M,55+,1,C,2,0,1,16.0,,12100
25374,1000026,P00227842,M,26-35,7,B,2,1,2,5.0,,9960
25375,1001211,P00008442,M,18-25,4,A,1,0,8,14.0,,10007
25376,1004238,P00016742,M,36-45,16,B,3,0,1,15.0,16.0,8287
25378,1006036,P00158242,F,26-35,15,B,4+,1,6,8.0,,16235
25379,1001897,P00323742,F,51-55,2,A,1,1,8,,,7806
25381,1000169,P00370242,M,26-35,7,B,3,0,5,,,7039
25382,1001571,P00248942,M,26-35,20,B,1,1,1,6.0,14.0,19162
25383,1002874,P00059442,F,36-45,20,B,1,0,6,8.0,16.0,12432
25384,1005996,P00129542,F,26-35,0,B,1,1,8,14.0,,8021
25385,1001897,P00213942,F,51-55,2,A,1,1,5,14.0,,6914
25386,1003013,P00127042,M,46-50,17,B,2,1,4,5.0,,2773
25387,1003754,P00259842,M,55+,7,C,1,1,1,14.0,16.0,15200
25388,1003512,P00268442,M,18-25,17,A,2,0,8,17.0,,7810
25389,1000007,P00117942,M,36-45,1,B,1,1,5,15.0,,7012
25390,1005096,P00101042,M,26-35,11,B,2,0,5,12.0,,8614
25391,1003842,P00104542,F,36-45,16,B,4+,0,8,,,7896
25393,1005394,P00120642,M,18-25,0,A,2,0,5,,,5376
25394,1003401,P00220942,M,36-45,7,B,1,0,18,,,2278
25397,1005074,P00210042,M,0-17,0,B,2,0,8,14.0,,4249
25398,1002603,P00010742,M,26-35,17,C,1,0,1,8.0,17.0,19383
25399,1000302,P00041042,M,18-25,4,B,4+,0,1,16.0,,12077
25400,1001958,P00261842,F,26-35,1,B,3,0,2,14.0,,10015
25401,1004267,P00251742,M,36-45,7,C,1,1,14,,,18507
25402,1002777,P00013642,M,18-25,4,B,2,0,8,14.0,,5984
25403,1005878,P00324542,F,26-35,0,A,4+,1,5,8.0,,5415
25404,1002251,P00143642,M,36-45,14,A,3,0,1,2.0,6.0,8041
25405,1002225,P00331642,M,26-35,5,B,1,1,12,,,1755
25406,1004738,P00233042,M,55+,1,C,1,0,1,8.0,,8099
25407,1000509,P00052242,M,26-35,2,A,0,1,8,,,5899
25408,1003285,P00360042,M,26-35,4,B,3,0,8,,,6112
25409,1002849,P00324942,M,46-50,11,A,3,0,5,,,7067
25411,1004928,P00102642,F,26-35,3,A,4+,0,4,8.0,9.0,2742
25412,1003502,P00014242,F,18-25,7,C,4+,1,8,,,7864
25413,1000293,P00013742,M,55+,1,C,1,1,5,,,8704
25415,1005005,P00156742,M,46-50,16,B,2,0,5,6.0,8.0,5365
25416,1005422,P00271942,M,51-55,7,A,2,1,5,8.0,,7117
25417,1003976,P00300042,F,26-35,0,B,4+,0,16,,,8580
25419,1000546,P00302442,F,26-35,0,B,0,0,5,6.0,,3483
25420,1000899,P0096842,F,26-35,1,B,3,1,3,4.0,12.0,8252
25421,1002592,P00212942,M,51-55,7,B,1,1,5,,,3437
25422,1001709,P00191842,M,26-35,0,C,1,1,4,5.0,,3472
25423,1001322,P00322042,M,55+,0,A,0,0,5,8.0,,7150
25424,1004808,P00102942,M,36-45,0,A,1,1,1,14.0,,11556
25425,1005536,P00354342,M,26-35,16,B,2,1,5,11.0,,3743
25427,1005161,P00111742,M,26-35,4,C,0,0,15,,,20993
25428,1002776,P00002542,M,26-35,14,C,4+,0,8,14.0,,7968
25429,1005878,P00117742,F,26-35,0,A,4+,1,8,,,6021
25430,1002511,P00101942,M,26-35,7,C,2,0,8,17.0,,7924
25431,1003039,P00202042,F,51-55,3,C,0,1,8,,,9785
25432,1001241,P0095142,M,0-17,10,B,1,0,2,4.0,,13143
25433,1002991,P00340942,M,51-55,1,A,1,1,8,,,4247
25435,1002038,P00319342,F,46-50,1,B,3,1,5,8.0,,6875
25436,1004305,P00114342,F,46-50,17,B,1,1,1,8.0,17.0,19430
25439,1003507,P00355142,M,26-35,0,A,3,0,1,15.0,,15835
25441,1004922,P00151242,M,18-25,17,C,1,0,5,8.0,16.0,8833
25442,1003053,P00110942,F,26-35,3,B,2,1,1,2.0,,11780
25443,1002909,P00178842,M,26-35,7,A,1,0,2,4.0,9.0,6941
25445,1002996,P00000542,M,18-25,0,B,1,0,5,,,5361
25446,1006037,P00233542,F,46-50,1,C,4+,0,1,15.0,,12049
25447,1002750,P00259342,F,26-35,15,B,1,0,5,9.0,,8612
25449,1005364,P00057942,F,26-35,3,A,3,0,1,2.0,6.0,15206
25451,1004083,P00015942,M,55+,14,A,0,0,6,10.0,13.0,16349
25452,1000872,P00184042,M,51-55,1,B,3,1,1,8.0,,19043
25453,1002337,P00146742,M,36-45,17,B,1,0,1,13.0,14.0,7608
25454,1005026,P00050542,M,26-35,17,B,1,1,5,,,1778
25455,1003272,P00144742,M,36-45,0,B,1,0,14,,,7830
25456,1003345,P00128142,M,26-35,7,C,4+,0,1,5.0,18.0,15744
25457,1003410,P00057942,M,36-45,1,B,3,1,1,2.0,6.0,12128
25459,1004193,P00316542,M,55+,13,C,1,0,5,,,7053
25460,1002574,P00084942,M,51-55,6,B,1,1,5,8.0,,7113
25461,1005550,P00113642,M,36-45,15,B,2,0,8,,,7859
25463,1000977,P00086442,M,26-35,2,C,0,0,8,13.0,15.0,7831
25464,1000476,P00280242,M,36-45,0,B,0,0,5,,,7110
25465,1003012,P00270942,M,26-35,12,C,1,1,1,2.0,15.0,11602
25466,1004285,P00146342,M,36-45,0,B,3,0,5,14.0,,7054
25467,1004248,P00181342,M,26-35,4,C,1,0,11,,,3049
25468,1002010,P00350442,M,18-25,4,B,0,0,2,3.0,15.0,9966
25469,1003483,P0097242,F,46-50,7,B,0,1,1,16.0,,15756
25470,1003311,P00100842,M,26-35,4,A,4+,0,5,,,6896
25472,1005996,P00222142,F,26-35,0,B,1,1,5,13.0,,5327
25473,1002986,P00006942,M,26-35,4,A,2,1,1,5.0,6.0,11589
25474,1000754,P00182242,M,36-45,7,C,3,0,1,5.0,6.0,19350
25475,1000904,P00225942,M,36-45,20,B,4+,0,11,,,4440
25476,1000952,P00240942,M,55+,16,C,0,1,8,,,7993
25477,1004488,P00101542,M,36-45,7,B,1,0,13,16.0,,751
25478,1001401,P00005042,F,18-25,1,C,3,0,6,16.0,,20502
25480,1002638,P00125342,M,26-35,14,B,2,0,11,,,4558
25483,1005740,P00165442,M,26-35,1,B,1,0,1,15.0,16.0,3918
25484,1002130,P00368642,M,46-50,0,C,2,1,11,15.0,,6182
25485,1004674,P00259142,F,36-45,7,C,1,1,5,,,8867
25486,1000284,P00304142,M,26-35,12,B,3,1,5,11.0,,3488
25487,1003626,P00255842,M,26-35,17,B,3,0,16,,,20279
25488,1004140,P00207542,M,26-35,0,B,4+,0,8,,,5950
25489,1000678,P00327842,M,26-35,0,A,0,1,8,16.0,,8108
25490,1001635,P00129142,M,26-35,0,B,1,0,1,11.0,,7811
25491,1003920,P00059442,M,36-45,17,C,1,0,6,8.0,16.0,20436
25492,1004117,P00223642,M,18-25,4,B,4+,0,11,15.0,,5937
25494,1000337,P00251542,M,18-25,19,C,0,0,11,16.0,,3204
25495,1001356,P00268242,F,18-25,4,B,2,0,5,14.0,,1744
25496,1003999,P00070642,M,36-45,17,B,4+,0,11,16.0,,4421
25497,1000148,P00005942,M,51-55,17,B,3,1,2,4.0,9.0,9947
25499,1005384,P00053842,F,26-35,3,A,4+,0,4,5.0,12.0,2173
25500,1001051,P00192042,F,26-35,0,A,0,1,5,9.0,14.0,8881
25501,1005121,P00303142,M,26-35,7,C,4+,0,5,,,6967
25502,1002570,P00144242,F,55+,14,C,0,1,5,14.0,,7161
25503,1004238,P00266542,M,36-45,16,B,3,0,2,16.0,,16457
25505,1003808,P00346042,M,26-35,7,A,2,1,6,8.0,15.0,4109
25506,1002872,P00084342,M,26-35,20,B,1,0,13,16.0,,384
25508,1003916,P00315642,M,26-35,4,A,2,1,8,13.0,,8103
25509,1003272,P00035942,M,36-45,0,B,1,0,1,5.0,18.0,15865
25510,1005605,P00061042,F,18-25,2,A,0,0,8,16.0,,9831
25511,1003100,P00044442,F,26-35,6,B,3,0,1,16.0,,15465
25512,1004748,P00090942,M,46-50,16,B,3,0,1,2.0,14.0,15691
25513,1001764,P00022842,M,18-25,0,B,1,0,5,,,5404
25514,1000199,P00115542,M,18-25,4,B,1,0,8,,,9723
25517,1004085,P00006142,F,26-35,6,A,1,0,8,,,8030
25518,1000230,P00106042,M,46-50,1,C,1,0,5,,,8875
25519,1005591,P00086442,M,18-25,0,B,4+,0,8,13.0,15.0,8081
25520,1004303,P00288542,M,26-35,2,B,3,0,8,,,8002
25521,1001968,P00110742,M,26-35,11,B,2,0,1,2.0,8.0,19478
25522,1005501,P00010042,M,26-35,2,A,3,0,5,,,3494
25524,1005305,P00058142,F,18-25,4,C,3,1,3,4.0,12.0,13624
25525,1002259,P00170642,F,55+,16,C,1,1,5,8.0,,8650
25527,1004377,P00149442,M,26-35,0,C,1,1,1,8.0,16.0,11377
25528,1001019,P00100942,M,36-45,1,A,4+,1,5,,,5279
25529,1002262,P00117442,M,46-50,17,C,1,1,5,14.0,,6999
25530,1004948,P00244442,M,46-50,2,A,1,1,11,,,3048
25531,1003705,P00041242,M,46-50,7,B,1,1,8,14.0,,7950
25533,1002619,P00114042,M,36-45,12,C,1,0,5,14.0,,8618
25534,1004808,P00302542,M,36-45,0,A,1,1,5,,,3687
25535,1003641,P00178242,M,26-35,0,B,1,0,8,,,7757
25536,1005014,P00320442,M,46-50,0,C,0,1,6,10.0,,16027
25537,1005161,P00263442,M,26-35,4,C,0,0,16,,,8351
25539,1000795,P00220342,F,36-45,14,B,1,0,5,,,3474
25542,1004390,P00021142,M,26-35,0,B,2,0,5,,,5425
25543,1003471,P00163242,M,18-25,4,A,1,0,1,8.0,14.0,11450
25544,1000151,P00309942,F,26-35,20,A,1,1,5,,,6956
25545,1003505,P00116942,F,26-35,15,A,0,1,6,10.0,16.0,16693
25548,1001482,P00113842,M,26-35,7,C,3,0,6,8.0,16.0,16295
25549,1001202,P00170442,M,36-45,12,B,0,0,5,,,6876
25550,1001971,P00271142,F,26-35,14,C,3,0,5,,,8868
25551,1005102,P00157542,M,26-35,12,C,2,0,8,14.0,,8062
25552,1000284,P00085742,M,26-35,12,B,3,1,4,8.0,,2166
25553,1001333,P00362642,M,26-35,17,A,4+,0,8,18.0,,8075
25555,1001727,P00190742,M,36-45,16,B,2,1,3,4.0,9.0,10577
25556,1005718,P00022942,F,36-45,14,C,4+,1,5,8.0,,3430
25557,1003312,P00150942,F,18-25,4,A,3,0,6,11.0,13.0,4269
25558,1002018,P00176042,M,36-45,16,B,1,0,8,17.0,,9899
25559,1002537,P00274042,M,36-45,11,B,0,0,1,,,15511
25560,1004016,P00233442,M,51-55,0,B,1,0,1,2.0,15.0,15417
25561,1000132,P00217942,M,26-35,17,C,1,0,5,,,8896
25563,1005575,P00193142,M,36-45,7,C,2,0,5,,,5293
25564,1003590,P00336942,F,18-25,15,A,1,0,5,,,6880
25565,1003791,P00193242,M,51-55,18,C,2,0,6,8.0,,16513
25566,1006036,P00248942,F,26-35,15,B,4+,1,1,6.0,14.0,19106
25567,1002665,P00233642,M,36-45,11,B,1,0,1,15.0,,15351
25568,1001794,P00148842,M,26-35,11,B,1,0,6,8.0,16.0,8224
25569,1005888,P00190142,M,26-35,20,B,1,0,3,4.0,5.0,13572
25570,1003182,P00133542,M,26-35,12,A,2,1,5,,,7040
25571,1004786,P00112442,M,46-50,6,B,1,1,6,8.0,,16084
25572,1002456,P00270942,M,26-35,5,A,1,0,1,2.0,15.0,12051
25573,1000424,P00357042,M,26-35,17,A,3,0,5,,,5316
25576,1001435,P00317942,M,26-35,14,A,4+,0,8,16.0,,7962
25578,1000677,P00295342,M,51-55,2,B,1,1,2,8.0,,16274
25579,1002288,P00058242,M,0-17,10,B,2,0,3,4.0,12.0,8252
25580,1004128,P00271042,M,36-45,6,C,1,0,6,16.0,,19971
25582,1003547,P00105142,M,36-45,16,A,2,0,1,2.0,15.0,15383
25583,1000434,P00025442,F,46-50,3,C,1,0,1,2.0,9.0,15330
25584,1004725,P00246742,M,36-45,5,A,2,0,11,15.0,,4584
25585,1001628,P00312142,M,18-25,20,B,1,0,8,,,8023
25586,1005995,P00285442,F,36-45,1,C,2,1,8,,,7994
25587,1003679,P00367442,M,26-35,4,A,2,0,8,9.0,,2186
25588,1004579,P00139942,F,18-25,4,B,1,1,5,,,5170
25589,1002000,P00110742,M,18-25,4,C,1,0,1,2.0,8.0,15641
25590,1004287,P00277442,M,26-35,7,C,2,1,1,6.0,15.0,11416
25591,1001944,P00150342,F,18-25,4,C,1,0,8,14.0,,9703
25592,1001383,P00115142,F,26-35,7,A,1,0,1,8.0,17.0,15747
25593,1000578,P00255842,M,18-25,17,C,3,0,16,,,12625
25594,1000424,P00022642,M,26-35,17,A,3,0,5,8.0,,8570
25595,1001425,P00220242,M,0-17,10,B,1,0,3,12.0,,13276
25596,1002109,P00046442,M,26-35,16,B,2,0,8,,,2170
25597,1006028,P00237542,M,18-25,4,A,4+,0,1,15.0,16.0,19233
25598,1003205,P00031042,F,36-45,16,B,1,0,8,,,9698
25599,1000329,P00036142,M,36-45,7,A,1,0,5,,,5240
25600,1000544,P00119142,M,36-45,12,B,2,0,3,4.0,12.0,2982
25601,1001369,P00273942,M,26-35,5,B,1,1,5,12.0,,3524
25603,1000161,P00030042,M,46-50,16,C,4+,1,8,,,9700
25604,1000816,P00044442,M,46-50,0,C,2,0,1,16.0,,15459
25605,1005477,P00010742,M,36-45,1,B,1,0,1,8.0,17.0,11760
25606,1001068,P00006042,F,18-25,4,B,2,0,8,16.0,,5905
25607,1004377,P00042142,M,26-35,0,C,1,1,1,2.0,6.0,12119
25609,1005111,P00068942,M,36-45,2,B,1,1,5,,,3491
25611,1004139,P00112642,M,55+,14,B,1,1,1,2.0,5.0,12101
25612,1002106,P00198742,F,18-25,20,A,3,1,1,2.0,11.0,7963
25613,1003885,P00298442,M,26-35,12,B,4+,1,16,,,16875
25614,1003501,P00238742,F,36-45,7,C,1,0,13,,,767
25615,1000859,P00361842,M,26-35,12,B,4+,1,15,16.0,,13266
25616,1005184,P00056842,M,18-25,20,B,4+,1,7,,,20337
25617,1000368,P00184442,M,26-35,0,C,1,0,1,6.0,8.0,15302
25618,1005074,P00210942,M,0-17,0,B,2,0,5,12.0,,5435
25620,1005099,P00051942,M,18-25,0,B,3,0,5,6.0,11.0,7028
25621,1000411,P00114042,F,46-50,1,B,0,1,5,14.0,,5429
25622,1001995,P00249642,M,26-35,1,C,4+,1,3,5.0,,11045
25623,1005361,P00041942,F,51-55,16,A,3,0,5,18.0,,7055
25624,1000887,P00268342,F,55+,16,B,3,1,5,,,3487
25625,1005124,P00265242,M,36-45,2,B,1,0,5,8.0,,6860
25627,1004978,P00375436,M,36-45,14,A,3,0,20,,,483
25630,1004472,P00138542,F,46-50,16,B,0,1,5,6.0,,3732
25632,1003930,P00112542,M,55+,3,C,0,1,1,11.0,15.0,15690
25634,1003912,P00318742,M,26-35,4,A,2,0,1,8.0,,19094
25635,1000839,P00181842,M,26-35,0,A,2,0,11,,,6176
25638,1001962,P00179742,F,18-25,1,B,0,1,11,,,1762
25639,1001314,P00134542,F,18-25,4,C,0,0,5,14.0,,7136
25640,1001584,P00070042,M,26-35,19,B,4+,0,1,2.0,16.0,11775
25641,1003816,P00154042,F,26-35,3,A,1,1,1,2.0,15.0,8302
25642,1001855,P00351342,M,18-25,4,C,4+,0,1,2.0,16.0,11878
25643,1002309,P00178342,F,46-50,0,C,2,1,8,,,9888
25644,1001430,P00278642,M,18-25,4,B,2,1,5,,,7089
25645,1000113,P00351142,M,18-25,12,C,2,0,1,8.0,17.0,19697
25646,1000075,P00198142,F,0-17,10,C,4+,0,2,4.0,9.0,12746
25647,1003778,P00322042,M,26-35,0,B,4+,1,5,8.0,,5455
25648,1000496,P00000142,M,18-25,4,A,3,0,3,4.0,5.0,13556
25649,1000331,P00103042,M,26-35,7,B,1,0,1,14.0,,11755
25650,1002541,P00282942,F,36-45,5,B,1,1,5,,,3716
25651,1001285,P00018342,M,36-45,4,A,0,1,11,,,3144
25652,1000374,P00295342,F,36-45,14,C,0,0,2,8.0,,16235
25655,1005148,P00059442,M,26-35,20,B,2,1,6,8.0,16.0,20006
25656,1001897,P00024142,F,51-55,2,A,1,1,8,9.0,14.0,7845
25657,1000482,P00310542,M,26-35,14,A,2,1,8,,,8039
25659,1005323,P00274042,M,26-35,20,B,1,1,1,,,19572
25660,1001117,P00192542,M,18-25,14,B,3,0,1,2.0,9.0,15335
25662,1000173,P00294542,M,26-35,0,B,1,1,8,,,9926
25663,1001058,P00054242,M,26-35,1,B,2,0,1,6.0,14.0,15179
25664,1003679,P0096942,M,26-35,4,A,2,0,3,4.0,,10838
25665,1003155,P00147942,M,26-35,7,A,1,0,1,16.0,,15209
25666,1002669,P00326642,M,46-50,0,C,1,0,8,,,8089
25667,1003339,P00258742,M,26-35,17,C,0,0,5,,,8861
25668,1002841,P00330642,M,51-55,12,B,1,1,5,,,5216
25669,1001031,P00351142,M,36-45,16,C,2,1,1,8.0,17.0,15440
25670,1005464,P00176042,M,36-45,7,C,2,0,8,17.0,,8059
25671,1000438,P00053742,M,18-25,11,A,3,0,5,14.0,,8589
25672,1004995,P00199442,M,51-55,20,B,0,1,5,9.0,,3644
25673,1004473,P00334242,M,36-45,1,B,3,0,1,8.0,,15563
25674,1002435,P00226542,M,26-35,4,A,3,1,1,5.0,,11844
25675,1005153,P00218342,M,26-35,7,B,3,0,5,,,3529
25676,1003778,P00059642,M,26-35,0,B,4+,1,1,2.0,3.0,11413
25677,1004508,P00118842,M,26-35,20,A,2,0,5,8.0,,5306
25678,1004193,P00285642,M,55+,13,C,1,0,2,5.0,15.0,13070
25679,1004675,P00144142,F,18-25,4,A,2,0,8,,,8004
25680,1005330,P00286842,F,26-35,0,C,2,0,5,8.0,,7117
25681,1005771,P00074642,M,26-35,7,A,1,0,5,9.0,14.0,5193
25682,1003726,P00194442,M,26-35,17,C,3,1,5,,,6896
25683,1003526,P00177242,M,36-45,2,B,1,1,12,,,387
25684,1001984,P00271142,M,18-25,10,B,2,1,5,,,6858
25685,1002438,P00244042,M,36-45,1,A,2,0,1,2.0,15.0,19332
25686,1002851,P00250842,F,26-35,7,A,3,1,8,,,5880
25687,1005553,P00032842,M,36-45,3,C,3,0,8,,,8132
25688,1005740,P00122442,M,26-35,1,B,1,0,1,11.0,15.0,11390
25689,1002180,P00086442,M,26-35,12,B,3,1,8,13.0,15.0,8110
25690,1004757,P00265242,M,36-45,17,C,1,0,5,8.0,,7097
25691,1002105,P00228142,M,26-35,1,A,0,1,5,,,3693
25692,1003143,P00216342,F,51-55,16,C,1,1,3,4.0,5.0,10845
25693,1000181,P00221142,M,18-25,17,C,1,0,1,,,15317
25694,1001802,P00111142,M,18-25,4,A,3,0,1,15.0,16.0,19423
25695,1001843,P00313142,M,26-35,12,A,2,0,8,,,9958
25696,1000148,P00157542,M,51-55,17,B,3,1,8,14.0,,8141
25697,1004279,P00047242,M,26-35,16,B,1,0,1,5.0,,7697
25698,1005345,P00182342,F,26-35,17,C,2,1,1,5.0,6.0,15674
25699,1002590,P00130742,M,18-25,4,A,0,0,1,14.0,17.0,15552
25700,1000604,P00260142,M,46-50,17,C,2,1,5,14.0,,5199
25701,1003087,P00005942,F,0-17,1,B,0,0,2,4.0,9.0,13155
25702,1004390,P00048642,M,26-35,0,B,2,0,5,14.0,,3766
25703,1000536,P00190942,M,26-35,20,C,1,0,3,4.0,,10680
25704,1005567,P00182142,M,51-55,3,B,0,1,1,5.0,6.0,15427
25705,1001362,P00018042,M,36-45,12,B,0,0,15,16.0,,8659
25706,1002909,P00228042,M,26-35,7,A,1,0,5,,,8589
25707,1002251,P00246342,M,36-45,14,A,3,0,11,15.0,,5980
25708,1005054,P00258742,M,36-45,2,B,0,0,5,,,5429
25709,1002419,P00222842,M,26-35,0,B,3,1,8,,,6186
25713,1001746,P00295942,M,26-35,4,C,1,1,2,5.0,15.0,16411
25714,1003058,P00116742,M,18-25,12,C,0,0,11,,,6163
25715,1005333,P00271142,F,26-35,7,A,4+,0,5,,,8835
25717,1001483,P00229742,M,18-25,4,B,1,0,1,16.0,,11512
25718,1002225,P00328742,M,26-35,5,B,1,1,1,17.0,,7729
25720,1002909,P00035342,M,26-35,7,A,1,0,2,4.0,14.0,13047
25721,1000846,P00120342,M,26-35,5,C,3,1,5,17.0,,6888
25724,1004217,P00297042,M,18-25,4,B,2,0,8,,,5943
25725,1002106,P00040242,F,18-25,20,A,3,1,5,16.0,,1962
25726,1003012,P00183342,M,26-35,12,C,1,1,5,15.0,18.0,3702
25727,1004064,P00229642,M,46-50,0,A,1,1,8,11.0,16.0,7838
25728,1006036,P00191442,F,26-35,15,B,4+,1,1,2.0,15.0,12011
25729,1005900,P00034142,M,26-35,7,C,1,0,8,13.0,16.0,4063
25730,1004884,P00048142,M,36-45,14,B,1,0,1,16.0,,15754
25732,1002027,P00370293,F,26-35,9,C,1,0,19,,,62
25735,1001101,P00251842,M,36-45,1,A,1,0,1,15.0,16.0,11715
25736,1000331,P00075742,M,26-35,7,B,1,0,8,14.0,,7863
25737,1001194,P00187942,F,26-35,1,B,1,1,4,8.0,,1497
25738,1002315,P00039742,M,55+,7,C,4+,1,5,,,7081
25739,1001559,P00241242,M,36-45,8,A,1,0,1,11.0,15.0,11582
25740,1005019,P00150542,M,26-35,7,A,4+,0,5,,,6870
25742,1001386,P00323742,F,26-35,0,B,1,0,8,,,7971
25743,1004950,P00223942,M,26-35,16,A,1,1,5,8.0,,3464
25744,1000203,P00102342,F,18-25,4,B,1,1,8,14.0,17.0,4211
25745,1004680,P00053042,M,36-45,0,B,3,1,5,14.0,16.0,7018
25746,1004237,P00237142,M,26-35,14,C,4+,1,5,,,5323
25748,1006016,P00227142,M,46-50,1,B,1,1,5,,,7173
25749,1002691,P00030842,M,18-25,4,B,2,0,1,2.0,15.0,15571
25750,1002611,P00204842,M,26-35,3,B,4+,0,8,,,5936
25751,1005184,P00104442,M,18-25,20,B,4+,1,8,,,7911
25752,1000174,P00036842,M,26-35,16,C,2,0,1,14.0,16.0,15653
25753,1000360,P00220642,M,36-45,17,C,1,0,8,,,7919
25754,1000597,P00274942,M,36-45,12,C,3,1,8,,,9911
25755,1001635,P00114142,M,26-35,0,B,1,0,8,,,8040
25756,1000797,P00178042,F,51-55,7,C,1,0,8,14.0,,7949
25757,1001310,P00277742,M,46-50,0,C,4+,1,8,,,5863
25760,1004958,P00071442,M,18-25,7,B,1,0,15,17.0,,13076
25761,1006000,P00148342,M,46-50,17,B,2,1,5,,,3764
25762,1002820,P00123842,F,36-45,0,A,2,0,11,15.0,,4624
25763,1004725,P00193442,M,36-45,5,A,2,0,8,,,6070
25764,1004972,P00123042,M,36-45,0,C,2,0,11,,,3212
25765,1001922,P00044442,F,26-35,7,B,4+,0,1,16.0,,11961
25766,1001392,P00115942,M,46-50,3,C,1,1,8,17.0,,7869
25767,1005795,P00254842,M,26-35,1,A,1,1,5,13.0,,3681
25768,1001369,P00221442,M,26-35,5,B,1,1,1,2.0,5.0,15232
25769,1002931,P00073842,M,18-25,4,B,2,0,1,15.0,17.0,11724
25770,1005483,P00149642,F,26-35,6,B,3,0,5,14.0,,6918
25771,1004615,P00145742,M,26-35,17,C,1,1,1,2.0,,11421
25772,1004272,P00345842,M,46-50,17,B,0,0,2,8.0,14.0,12748
25773,1003031,P00117442,M,18-25,4,A,3,0,5,14.0,,8632
25774,1005643,P00025242,F,36-45,1,A,3,1,2,4.0,5.0,10029
25775,1003727,P00145742,M,36-45,7,B,1,0,1,2.0,,11792
25776,1002832,P00150542,M,26-35,17,B,4+,0,5,,,7045
25777,1005001,P00221442,F,26-35,2,B,1,0,1,2.0,5.0,11657
25778,1002895,P00248542,M,26-35,11,B,4+,0,8,16.0,,4034
25779,1000339,P00126142,M,51-55,7,C,1,1,8,16.0,,9746
25780,1003363,P00294242,F,36-45,9,B,2,1,4,5.0,,1378
25781,1000832,P00045842,M,18-25,2,C,4+,0,5,14.0,,3536
25783,1002529,P00153842,F,36-45,9,A,3,0,8,14.0,16.0,7988
25784,1004067,P00229342,M,46-50,20,C,4+,1,5,14.0,,3548
25786,1003608,P00117442,F,36-45,9,C,1,0,5,14.0,,7192
25787,1004917,P00310442,M,46-50,0,C,0,1,8,,,8028
25789,1000423,P00251242,M,18-25,4,A,1,0,5,11.0,,2029
25790,1001877,P00317842,F,46-50,20,B,2,1,8,,,4193
25791,1002624,P00352842,F,36-45,0,A,1,1,2,6.0,15.0,16162
25792,1004808,P00152742,M,36-45,0,A,1,1,5,,,7097
25793,1000092,P00155642,F,18-25,4,B,1,0,8,,,6150
25795,1004085,P00130342,F,26-35,6,A,1,0,6,8.0,,12432
25797,1000671,P00025442,M,18-25,4,C,0,0,1,2.0,9.0,19690
25798,1002761,P00167942,M,36-45,6,B,0,0,1,5.0,,11963
25799,1001030,P00152742,M,26-35,7,C,2,1,5,,,5474
25800,1002896,P00102642,M,18-25,14,B,0,0,4,8.0,9.0,2795
25801,1003824,P00183442,M,26-35,17,A,3,1,1,2.0,,12033
25802,1002903,P00294142,M,26-35,16,B,2,0,5,8.0,15.0,7055
25803,1004289,P00344742,M,36-45,14,C,4+,1,5,,,6905
25805,1001365,P00362842,F,0-17,10,C,3,0,5,18.0,,3516
25806,1004046,P00358242,M,46-50,17,C,0,0,8,,,3931
25807,1002918,P00328942,M,26-35,12,B,2,0,5,6.0,8.0,8785
25808,1004027,P00090942,F,26-35,7,C,0,1,1,2.0,14.0,19320
25809,1005788,P00276842,M,26-35,0,A,4+,0,5,14.0,,1725
25810,1004292,P00006942,M,26-35,0,C,3,1,1,5.0,6.0,11736
